r,u,generated_transitions,expanded_states
2,0x080000d0,75878,101
2,0x080000e0,65288,101
2,0x080000f0,70538,101
2,0x08001000,75908,101
2,0x08002000,25880,41
2,0x08003000,75908,101
2,0x08004000,30584,41
2,0x08005000,75908,101
2,0x08006000,30584,41
2,0x08007000,75908,101
2,0x08008000,69056,101
2,0x08009000,78008,101
2,0x0800a000,69056,101
2,0x0800b000,73808,101
2,0x0800c000,69860,101
2,0x0800d000,78008,101
2,0x0800e000,69860,101
2,0x0800f000,73808,101
2,0x09000000,8138,11
2,0x09000010,67556,101
2,0x09000020,28520,41
2,0x09000030,67556,101
2,0x09000040,27338,41
2,0x09000050,67556,101
2,0x09000060,27338,41
2,0x09000070,67556,101
2,0x09000080,69878,101
2,0x09000090,65276,101
2,0x090000a0,69878,101
2,0x090000b0,68936,101
2,0x090000c0,72656,101
2,0x090000d0,65276,101
2,0x090000e0,72656,101
2,0x090000f0,68936,101
2,0x09001000,68420,101
2,0x09002000,28520,41
2,0x09003000,68420,101
2,0x09004000,27380,41
2,0x09005000,68420,101
2,0x09006000,27380,41
2,0x09007000,68420,101
2,0x09008000,69608,101
2,0x09009000,66020,101
2,0x0900a000,69608,101
2,0x0900b000,69020,101
2,0x0900c000,72068,101
2,0x0900d000,66020,101
2,0x0900e000,72068,101
2,0x0900f000,69020,101
2,0x0a000000,9074,11
2,0x0a000010,73208,101
2,0x0a000020,23600,41
2,0x0a000030,73208,101
2,0x0a000040,29444,41
2,0x0a000050,73208,101
2,0x0a000060,29444,41
2,0x0a000070,73208,101
2,0x0a000080,64634,101
2,0x0a000090,75878,101
2,0x0a0000a0,64634,101
2,0x0a0000b0,70538,101
2,0x0a0000c0,65288,101
2,0x0a0000d0,75878,101
2,0x0a0000e0,65288,101
2,0x0a0000f0,70538,101
2,0x0a001000,75908,101
2,0x0a002000,25880,41
2,0x0a003000,75908,101
2,0x0a004000,30584,41
2,0x0a005000,75908,101
2,0x0a006000,30584,41
2,0x0a007000,75908,101
2,0x0a008000,69056,101
2,0x0a009000,78008,101
2,0x0a00a000,69056,101
2,0x0a00b000,73808,101
2,0x0a00c000,69860,101
2,0x0a00d000,78008,101
2,0x0a00e000,69860,101
2,0x0a00f000,73808,101
2,0x0b000000,8138,11
2,0x0b000010,69086,101
2,0x0b000020,24860,41
2,0x0b000030,69086,101
2,0x0b000040,27338,41
2,0x0b000050,67406,101
2,0x0b000060,27338,41
2,0x0b000070,67406,101
2,0x0b000080,64538,101
2,0x0b000090,68936,101
2,0x0b0000a0,64538,101
2,0x0b0000b0,65276,101
2,0x0b0000c0,65636,101
2,0x0b0000d0,68936,101
2,0x0b0000e0,65636,101
2,0x0b0000f0,68936,101
2,0x0b001000,69320,101
2,0x0b002000,25520,41
2,0x0b003000,69320,101
2,0x0b004000,27380,41
2,0x0b005000,68120,101
2,0x0b006000,27380,41
2,0x0b007000,68120,101
2,0x0b008000,65408,101
2,0x0b009000,69020,101
2,0x0b00a000,65408,101
2,0x0b00b000,66020,101
2,0x0b00c000,66668,101
2,0x0b00d000,69020,101
2,0x0b00e000,66668,101
2,0x0b00f000,69020,101
2,0x0c000000,8138,11
2,0x0c000010,69146,101
2,0x0c000020,21200,41
2,0x0c000030,69146,101
2,0x0c000040,27548,41
2,0x0c000050,69146,101
2,0x0c000060,27548,41
2,0x0c000070,69146,101
2,0x0c000080,59288,101
2,0x0c000090,72656,101
2,0x0c0000a0,59288,101
2,0x0c0000b0,65636,101
2,0x0c0000c0,58556,101
2,0x0c0000d0,72656,101
2,0x0c0000e0,58556,101
2,0x0c0000f0,65636,101
2,0x0c001000,69368,101
2,0x0c002000,22520,41
2,0x0c003000,69368,101
2,0x0c004000,27728,41
2,0x0c005000,69368,101
2,0x0c006000,27728,41
2,0x0c007000,69368,101
2,0x0c008000,61460,101
2,0x0c009000,72068,101
2,0x0c00a000,61460,101
2,0x0c00b000,66668,101
2,0x0c00c000,61220,101
2,0x0c00d000,72068,101
2,0x0c00e000,61220,101
2,0x0c00f000,66668,101
2,0x0d000000,8138,11
2,0x0d000010,67556,101
2,0x0d000020,28520,41
2,0x0d000030,67556,101
2,0x0d000040,27338,41
2,0x0d000050,67556,101
2,0x0d000060,27338,41
2,0x0d000070,67556,101
2,0x0d000080,69878,101
2,0x0d000090,65276,101
2,0x0d0000a0,69878,101
2,0x0d0000c0,72656,101
2,0x0d0000d0,65276,101
2,0x0d0000e0,72656,101
2,0x0d0000f0,68936,101
2,0x0d001000,68420,101
2,0x0d002000,28520,41
2,0x0d003000,68420,101
2,0x0d004000,27380,41
2,0x0d005000,68420,101
2,0x0d006000,27380,41
2,0x0d007000,68420,101
2,0x0d008000,69608,101
2,0x0d009000,66020,101
2,0x0d00a000,69608,101
2,0x0d00b000,69020,101
2,0x0d00c000,72068,101
2,0x0d00d000,66020,101
2,0x0d00e000,72068,101
2,0x0d00f000,69020,101
2,0x0e000000,8138,11
2,0x0e000010,69146,101
2,0x0e000020,21200,41
2,0x0e000030,69146,101
2,0x0e000040,27548,41
2,0x0e000050,69146,101
2,0x0e000060,27548,41
2,0x0e000070,69146,101
2,0x0e000080,59288,101
2,0x0e000090,72656,101
2,0x0e0000a0,59288,101
2,0x0e0000b0,65636,101
2,0x0e0000c0,58556,101
2,0x0e0000d0,72656,101
2,0x0e0000e0,58556,101
2,0x0e0000f0,65636,101
2,0x0e001000,69368,101
2,0x0e002000,22520,41
2,0x0e003000,69368,101
2,0x0e004000,27728,41
2,0x0e005000,69368,101
2,0x0e006000,27728,41
2,0x0e007000,69368,101
2,0x0e008000,61460,101
2,0x0e009000,72068,101
2,0x0e00a000,61460,101
2,0x0e00b000,66668,101
2,0x0e00c000,61220,101
2,0x0e00d000,72068,101
2,0x0e00e000,61220,101
2,0x0e00f000,66668,101
2,0x0f000000,8138,11
2,0x0f000010,67406,101
2,0x0f000020,24860,41
2,0x0f000030,67406,101
2,0x0f000040,27338,41
2,0x0f000050,69086,101
2,0x0f000060,27338,41
2,0x0f000070,69086,101
2,0x0f000080,64538,101
2,0x0f000090,68936,101
2,0x0f0000a0,64538,101
2,0x0f0000c0,65636,101
2,0x0f0000d0,68936,101
2,0x0f0000e0,65636,101
2,0x0f0000f0,65276,101
2,0x0f001000,68120,101
2,0x0f002000,25520,41
2,0x0f003000,68120,101
2,0x0f004000,27380,41
2,0x0f005000,69320,101
2,0x0f006000,27380,41
2,0x0f007000,69320,101
2,0x0f008000,65408,101
2,0x0f009000,69020,101
2,0x0f00a000,65408,101
2,0x0f00b000,69020,101
2,0x0f00c000,66668,101
2,0x0f00d000,69020,101
2,0x0f00e000,66668,101
2,0x0f00f000,66020,101
2,0x10000000,98,11
2,0x10000001,73316,101
2,0x10000002,35240,41
2,0x10000003,73316,101
2,0x10000004,27848,41
2,0x10000005,73316,101
2,0x10000006,27848,41
2,0x10000007,73316,101
2,0x10000008,80708,101
2,0x10000009,73316,101
2,0x1000000a,80708,101
2,0x1000000b,73316,101
2,0x1000000c,73316,101
2,0x1000000d,73316,101
2,0x1000000e,73316,101
2,0x1000000f,73316,101
2,0x10000010,73316,101
2,0x10000020,35240,41
2,0x10000030,73316,101
2,0x10000040,27848,41
2,0x10000050,73316,101
2,0x10000060,27848,41
2,0x10000070,73316,101
2,0x10000080,80708,101
2,0x10000090,73316,101
2,0x100000a0,80708,101
2,0x100000b0,73316,101
2,0x100000c0,73316,101
2,0x100000d0,73316,101
2,0x100000e0,73316,101
2,0x100000f0,73316,101
2,0x10000100,67220,101
2,0x10000200,32840,41
2,0x10000300,67820,101
2,0x10000400,26000,41
2,0x10000500,68120,101
2,0x10000600,26300,41
2,0x10000700,68420,101
2,0x10000800,75908,101
2,0x10000900,68420,101
2,0x10000a00,75908,101
2,0x10000b00,69320,101
2,0x10000c00,69368,101
2,0x10000d00,68420,101
2,0x10000e00,69368,101
2,0x10000f00,68120,101
2,0x10001000,7844,101
2,0x10002000,3560,41
2,0x10003000,7844,101
2,0x10004000,3032,41
2,0x10005000,7844,101
2,0x10006000,3032,41
2,0x10007000,7844,101
2,0x10008000,8372,101
2,0x10009000,7844,101
2,0x1000a000,8372,101
2,0x1000b000,7844,101
2,0x1000c000,7844,101
2,0x1000d000,7844,101
2,0x1000e000,7844,101
2,0x1000f000,7844,101
2,0x10010000,73316,101
2,0x10020000,35240,41
2,0x10030000,73316,101
2,0x10040000,27848,41
2,0x10050000,73316,101
2,0x10060000,27848,41
2,0x10070000,73316,101
2,0x10080000,80708,101
2,0x10090000,73316,101
2,0x100a0000,80708,101
2,0x100b0000,73316,101
2,0x100c0000,73316,101
2,0x100d0000,73316,101
2,0x100e0000,73316,101
2,0x100f0000,73316,101
2,0x10100000,7220,101
2,0x10200000,3320,41
2,0x10300000,7280,101
2,0x10400000,2840,41
2,0x10500000,7310,101
2,0x10600000,2870,41
2,0x10700000,7340,101
2,0x10800000,7892,101
2,0x10900000,7340,101
2,0x10a00000,7892,101
2,0x10b00000,7430,101
2,0x10c00000,7442,101
2,0x10d00000,7340,101
2,0x10e00000,7442,101
2,0x10f00000,7310,101
2,0x12000000,352040,41
2,0x14000000,269672,41
2,0x16000000,269672,41
2,0x20000000,44,5
2,0x20000001,33320,41
2,0x20000002,16016,17
2,0x20000003,33320,41
2,0x20000004,12656,17
2,0x20000005,33320,41
2,0x20000006,12656,17
2,0x20000007,33320,41
2,0x20000008,36680,41
2,0x20000009,33320,41
2,0x2000000a,36680,41
2,0x2000000b,33320,41
2,0x2000000c,33320,41
2,0x2000000d,33320,41
2,0x2000000e,33320,41
2,0x2000000f,33320,41
2,0x20000010,33320,41
2,0x20000020,16016,17
2,0x20000030,33320,41
2,0x20000040,12656,17
2,0x20000050,33320,41
2,0x20000060,12656,17
2,0x20000070,33320,41
2,0x20000080,36680,41
2,0x20000090,33320,41
2,0x200000a0,36680,41
2,0x200000b0,33320,41
2,0x200000c0,33320,41
2,0x200000d0,33320,41
2,0x200000e0,33320,41
2,0x200000f0,33320,41
2,0x20000100,26120,41
2,0x20000200,10016,17
2,0x20000300,26120,41
2,0x20000400,10256,17
2,0x20000500,26120,41
2,0x20000600,10256,17
2,0x20000700,26120,41
2,0x20000800,25880,41
2,0x20000900,28520,41
2,0x20000a00,25880,41
2,0x20000b00,25520,41
2,0x20000c00,22520,41
2,0x20000d00,28520,41
2,0x20000e00,22520,41
2,0x20000f00,25520,41
2,0x20001000,3560,41
2,0x20001007,2929040,401
2,0x2000100b,2929040,401
2,0x2000100d,2929040,401
2,0x2000100e,2929040,401
2,0x20001070,290000,401
2,0x200010b0,293600,401
2,0x200010d0,290000,401
2,0x200010e0,294080,401
2,0x20002000,1616,17
2,0x20002007,1331360,161
2,0x2000200b,1331360,161
2,0x2000200d,1331360,161
2,0x2000200e,1331360,161
2,0x20002070,112160,161
2,0x200020b0,109760,161
2,0x200020d0,121760,161
2,0x200020e0,97760,161
2,0x20002700,1043360,161
2,0x20002b00,1019360,161
2,0x20002d00,1139360,161
2,0x20002e00,899360,161
2,0x20003000,3560,41
2,0x20003003,2929040,401
2,0x20003005,2929040,401
2,0x20003006,1112480,161
2,0x20003009,2929040,401
2,0x2000300a,3224720,401
2,0x2000300c,2929040,401
2,0x20003030,285200,401
2,0x20003050,290000,401
2,0x20003060,112160,161
2,0x20003090,290000,401
2,0x200030a0,312080,401
2,0x200030c0,294080,401
2,0x20003600,901280,161
2,0x20004000,1376,17
2,0x20004007,1131680,161
2,0x2000400b,1131680,161
2,0x2000400d,1131680,161
2,0x2000400e,1131680,161
2,0x20004070,118160,161
2,0x200040b0,115760,161
2,0x200040d0,115760,161
2,0x200040e0,117440,161
2,0x20004700,886880,161
2,0x20004b00,866480,161
2,0x20004d00,968480,161
2,0x20004e00,764480,161
2,0x20005000,3560,41
2,0x20005003,2929040,401
2,0x20005005,2929040,401
2,0x20005006,1112480,161
2,0x20005009,2929040,401
2,0x2000500a,3224720,401
2,0x2000500c,2929040,401
2,0x20005030,290000,401
2,0x20005050,285200,401
2,0x20005060,113360,161
2,0x20005090,290000,401
2,0x200050a0,312080,401
2,0x200050c0,294080,401
2,0x20005300,2295440,401
2,0x20005500,2295440,401
2,0x20005600,901280,161
2,0x20005900,2506640,401
2,0x20005a00,2274320,401
2,0x20005c00,1978640,401
2,0x20006000,1376,17
2,0x20006003,1131680,161
2,0x20006005,1131680,161
2,0x20006006,429824,65
2,0x20006009,1131680,161
2,0x2000600a,1245920,161
2,0x2000600c,1131680,161
2,0x20006030,116960,161
2,0x20006050,118160,161
2,0x20006060,42224,65
2,0x20006090,115760,161
2,0x200060a0,125600,161
2,0x200060c0,117440,161
2,0x20006300,886880,161
2,0x20006500,886880,161
2,0x20006600,348224,65
2,0x20006900,968480,161
2,0x20006a00,878720,161
2,0x20006c00,764480,161
2,0x20007000,3560,41
2,0x20007001,2929040,401
2,0x20007002,1408160,161
2,0x20007004,1112480,161
2,0x20007008,3224720,401
2,0x20007010,290000,401
2,0x20007020,131360,161
2,0x20007040,113360,161
2,0x20007080,312080,401
2,0x20007100,2295440,401
2,0x20007200,880160,161
2,0x20007400,901280,161
2,0x20007800,2274320,401
2,0x20008000,3800,41
2,0x20008007,3128720,401
2,0x2000800b,3128720,401
2,0x2000800d,3128720,401
2,0x2000800e,3128720,401
2,0x20008070,288080,401
2,0x200080b0,279680,401
2,0x200080d0,296480,401
2,0x200080e0,263600,401
2,0x20009000,3560,41
2,0x20009003,2929040,401
2,0x20009005,2929040,401
2,0x20009006,1112480,161
2,0x20009009,2929040,401
2,0x2000900a,3224720,401
2,0x2000900c,2929040,401
2,0x20009030,290000,401
2,0x20009050,290000,401
2,0x20009060,110960,161
2,0x20009090,280400,401
2,0x200090a0,320480,401
2,0x200090c0,304880,401
2,0x20009600,901280,161
2,0x2000a000,3800,41
2,0x2000a003,3128720,401
2,0x2000a005,3128720,401
2,0x2000a006,1188320,161
2,0x2000a009,3128720,401
2,0x2000a00a,3444560,401
2,0x2000a00c,3128720,401
2,0x2000a030,288080,401
2,0x2000a050,288080,401
2,0x2000a060,111200,161
2,0x2000a090,296480,401
2,0x2000a0a0,284960,401
2,0x2000a0c0,263600,401
2,0x2000a600,962720,161
2,0x2000b000,3560,41
2,0x2000b001,2929040,401
2,0x2000b002,1408160,161
2,0x2000b004,1112480,161
2,0x2000b008,3224720,401
2,0x2000b010,293600,401
2,0x2000b020,128960,161
2,0x2000b040,110960,161
2,0x2000b080,303680,401
2,0x2000b200,880160,161
2,0x2000b400,901280,161
2,0x2000c000,3560,41
2,0x2000c003,2929040,401
2,0x2000c005,2929040,401
2,0x2000c006,1112480,161
2,0x2000c009,2929040,401
2,0x2000c00a,3224720,401
2,0x2000c00c,2929040,401
2,0x2000c030,294080,401
2,0x2000c050,294080,401
2,0x2000c060,112640,161
2,0x2000c090,304880,401
2,0x2000c0a0,287600,401
2,0x2000c0c0,261200,401
2,0x2000c600,901280,161
2,0x2000d000,3560,41
2,0x2000d001,2929040,401
2,0x2000d002,1408160,161
2,0x2000d004,1112480,161
2,0x2000d008,3224720,401
2,0x2000d010,290000,401
2,0x2000d020,140960,161
2,0x2000d040,110960,161
2,0x2000d080,320480,401
2,0x2000d200,880160,161
2,0x2000d400,901280,161
2,0x2000e000,3560,41
2,0x2000e001,2929040,401
2,0x2000e002,1408160,161
2,0x2000e004,1112480,161
2,0x2000e008,3224720,401
2,0x2000e010,294080,401
2,0x2000e020,116960,161
2,0x2000e040,112640,161
2,0x2000e080,287600,401
2,0x2000e200,880160,161
2,0x2000e400,901280,161
2,0x2000f000,3560,41
2,0x20010000,33320,41
2,0x200100b0,2538800,401
2,0x200100d0,2502800,401
2,0x200100e0,2540720,401
2,0x20017000,2929040,401
2,0x2001b000,2929040,401
2,0x2001d000,2929040,401
2,0x2001e000,2929040,401
2,0x20020000,16016,17
2,0x200200b0,1096160,161
2,0x200200d0,1216160,161
2,0x20027000,1408160,161
2,0x2002b000,1408160,161
2,0x2002d000,1408160,161
2,0x2002e000,1408160,161
2,0x20030000,33320,41
2,0x20030030,2454800,401
2,0x20030060,971360,161
2,0x20030090,2502800,401
2,0x200300a0,2677520,401
2,0x200300c0,2540720,401
2,0x20033000,2929040,401
2,0x20035000,2929040,401
2,0x20036000,1131680,161
2,0x20039000,2929040,401
2,0x2003a000,3128720,401
2,0x2003c000,2929040,401
2,0x20040000,12656,17
2,0x20040070,983360,161
2,0x200400d0,959360,161
2,0x200400e0,973280,161
2,0x20047000,1112480,161
2,0x2004b000,1112480,161
2,0x2004d000,1112480,161
2,0x2004e000,1112480,161
2,0x20050000,33320,41
2,0x20050050,2454800,401
2,0x20050060,983360,161
2,0x20050090,2502800,401
2,0x200500a0,2677520,401
2,0x200500c0,2540720,401
2,0x20053000,2929040,401
2,0x20055000,2929040,401
2,0x20056000,1131680,161
2,0x20059000,2929040,401
2,0x2005a000,3128720,401
2,0x2005c000,2929040,401
2,0x20060000,12656,17
2,0x20060030,971360,161
2,0x20060050,983360,161
2,0x20060060,348704,65
2,0x200600a0,1034720,161
2,0x200600c0,973280,161
2,0x20063000,1112480,161
2,0x20065000,1112480,161
2,0x20066000,429824,65
2,0x20069000,1112480,161
2,0x2006a000,1188320,161
2,0x2006c000,1112480,161
2,0x20070000,33320,41
2,0x20070040,983360,161
2,0x20070080,2677520,401
2,0x20071000,2929040,401
2,0x20072000,1331360,161
2,0x20074000,1131680,161
2,0x20078000,3128720,401
2,0x20080000,36680,41
2,0x20080070,2677520,401
2,0x200800b0,2593520,401
2,0x200800e0,2435600,401
2,0x20087000,3224720,401
2,0x2008b000,3224720,401
2,0x2008d000,3224720,401
2,0x2008e000,3224720,401
2,0x20090000,33320,41
2,0x20090030,2502800,401
2,0x20090050,2502800,401
2,0x20090090,2406800,401
2,0x200900a0,2761520,401
2,0x200900c0,2648720,401
2,0x20093000,2929040,401
2,0x20095000,2929040,401
2,0x20096000,1131680,161
2,0x20099000,2929040,401
2,0x2009a000,3128720,401
2,0x2009c000,2929040,401
2,0x200a0000,36680,41
2,0x200a0030,2677520,401
2,0x200a0050,2677520,401
2,0x200a0060,1034720,161
2,0x200a0090,2761520,401
2,0x200a00a0,2629040,401
2,0x200a00c0,2435600,401
2,0x200a3000,3224720,401
2,0x200a5000,3224720,401
2,0x200a6000,1245920,161
2,0x200a9000,3224720,401
2,0x200aa000,3444560,401
2,0x200ac000,3224720,401
2,0x200b0000,33320,41
2,0x200b0010,2538800,401
2,0x200b0020,1096160,161
2,0x200b0080,2593520,401
2,0x200b1000,2929040,401
2,0x200b2000,1331360,161
2,0x200b4000,1131680,161
2,0x200b8000,3128720,401
2,0x200c0000,33320,41
2,0x200c0030,2540720,401
2,0x200c0050,2540720,401
2,0x200c0060,973280,161
2,0x200c0090,2648720,401
2,0x200c00a0,2435600,401
2,0x200c00c0,2214800,401
2,0x200c3000,2929040,401
2,0x200c5000,2929040,401
2,0x200c6000,1131680,161
2,0x200c9000,2929040,401
2,0x200ca000,3128720,401
2,0x200cc000,2929040,401
2,0x200d0000,33320,41
2,0x200d0010,2502800,401
2,0x200d0020,1216160,161
2,0x200d0040,959360,161
2,0x200d1000,2929040,401
2,0x200d2000,1331360,161
2,0x200d4000,1131680,161
2,0x200d8000,3128720,401
2,0x200e0000,33320,41
2,0x200e0010,2540720,401
2,0x200e0040,973280,161
2,0x200e0080,2435600,401
2,0x200e1000,2929040,401
2,0x200e2000,1331360,161
2,0x200e4000,1131680,161
2,0x200e8000,3128720,401
2,0x200f0000,33320,41
2,0x20100000,2840,41
2,0x2010000b,243740,401
2,0x2010000d,235640,401
2,0x2010000e,250160,401
2,0x20100700,232760,401
2,0x20100b00,234560,401
2,0x20100d00,229160,401
2,0x20100e00,234680,401
2,0x20107000,246800,401
2,0x2010b000,246800,401
2,0x2010d000,246800,401
2,0x2010e000,246800,401
2,0x20200000,1016,17
2,0x2020000b,68660,161
2,0x2020000d,76160,161
2,0x20200700,92720,161
2,0x20200b00,96320,161
2,0x20200d00,96320,161
2,0x20200e00,93440,161
2,0x20207000,88160,161
2,0x2020b000,88160,161
2,0x2020d000,88160,161
2,0x2020e000,88160,161
2,0x20300000,2840,41
2,0x20300003,235160,401
2,0x20300006,92360,161
2,0x20300009,235640,401
2,0x2030000a,263840,401
2,0x2030000c,250160,401
2,0x20300300,227960,401
2,0x20300500,232760,401
2,0x20300600,88940,161
2,0x20300900,229160,401
2,0x20300a00,248900,401
2,0x20300c00,234680,401
2,0x20303000,246800,401
2,0x20305000,246800,401
2,0x20306000,95360,161
2,0x20309000,246800,401
2,0x2030a000,263600,401
2,0x2030c000,246800,401
2,0x20400000,1136,17
2,0x20400007,100640,161
2,0x2040000d,98240,161
2,0x2040000e,102800,161
2,0x20400700,94760,161
2,0x20400b00,90560,161
2,0x20400d00,90560,161
2,0x20400e00,93680,161
2,0x20407000,98720,161
2,0x2040b000,98720,161
2,0x2040d000,98720,161
2,0x2040e000,98720,161
2,0x20500000,2840,41
2,0x20500005,235160,401
2,0x20500006,93200,161
2,0x20500009,235640,401
2,0x2050000a,263840,401
2,0x2050000c,250160,401
2,0x20500300,232760,401
2,0x20500500,227960,401
2,0x20500600,90140,161
2,0x20500900,229160,401
2,0x20500a00,248900,401
2,0x20500c00,234680,401
2,0x20503000,246800,401
2,0x20505000,246800,401
2,0x20506000,95360,161
2,0x20509000,246800,401
2,0x2050a000,263600,401
2,0x2050c000,246800,401
2,0x20600000,1136,17
2,0x20600003,99800,161
2,0x20600005,100640,161
2,0x20600006,36224,65
2,0x2060000a,109520,161
2,0x2060000c,102800,161
2,0x20600300,93560,161
2,0x20600500,94760,161
2,0x20600600,32024,65
2,0x20600900,90560,161
2,0x20600a00,100040,161
2,0x20600c00,93680,161
2,0x20603000,98720,161
2,0x20605000,98720,161
2,0x20606000,38144,65
2,0x20609000,98720,161
2,0x2060a000,105440,161
2,0x2060c000,98720,161
2,0x20700000,2840,41
2,0x20700004,93200,161
2,0x20700008,263840,401
2,0x20700100,232760,401
2,0x20700200,106160,161
2,0x20700400,90140,161
2,0x20700800,248900,401
2,0x20701000,246800,401
2,0x20702000,112160,161
2,0x20704000,95360,161
2,0x20708000,263600,401
2,0x20800000,2720,41
2,0x20800007,211400,401
2,0x2080000b,206420,401
2,0x2080000e,197720,401
2,0x20800700,233540,401
2,0x20800b00,233240,401
2,0x20800d00,233840,401
2,0x20800e00,233360,401
2,0x20807000,236240,401
2,0x2080b000,236240,401
2,0x2080d000,236240,401
2,0x2080e000,236240,401
2,0x20900000,3080,41
2,0x20900003,255320,401
2,0x20900005,255320,401
2,0x20900009,245360,401
2,0x2090000a,288320,401
2,0x2090000c,275600,401
2,0x20900300,228800,401
2,0x20900500,228800,401
2,0x20900600,85760,161
2,0x20900900,220400,401
2,0x20900a00,247760,401
2,0x20900c00,235760,401
2,0x20903000,267920,401
2,0x20905000,267920,401
2,0x20906000,103520,161
2,0x20909000,267920,401
2,0x2090a000,286160,401
2,0x2090c000,267920,401
2,0x20a00000,2720,41
2,0x20a00003,211400,401
2,0x20a00005,211400,401
2,0x20a00006,81680,161
2,0x20a00009,215840,401
2,0x20a0000a,212600,401
2,0x20a0000c,197720,401
2,0x20a00300,233540,401
2,0x20a00500,233540,401
2,0x20a00600,90680,161
2,0x20a00900,233840,401
2,0x20a00a00,248240,401
2,0x20a00c00,233360,401
2,0x20a03000,236240,401
2,0x20a05000,236240,401
2,0x20a06000,91280,161
2,0x20a09000,236240,401
2,0x20a0a000,252320,401
2,0x20a0c000,236240,401
2,0x20b00000,2780,41
2,0x20b00001,237020,401
2,0x20b00002,108020,161
2,0x20b00008,251420,401
2,0x20b00100,237080,401
2,0x20b00200,109760,161
2,0x20b00400,87200,161
2,0x20b00800,248960,401
2,0x20b01000,241520,401
2,0x20b02000,109760,161
2,0x20b04000,93320,161
2,0x20b08000,257960,401
2,0x20c00000,2480,41
2,0x20c00003,217400,401
2,0x20c00005,217400,401
2,0x20c00006,83120,161
2,0x20c00009,224240,401
2,0x20c0000a,215240,401
2,0x20c0000c,195320,401
2,0x20c00300,239540,401
2,0x20c00500,239540,401
2,0x20c00600,92120,161
2,0x20c00900,242240,401
2,0x20c00a00,250880,401
2,0x20c00c00,230960,401
2,0x20c03000,215120,401
2,0x20c05000,215120,401
2,0x20c06000,83120,161
2,0x20c09000,215120,401
2,0x20c0a000,229760,401
2,0x20c0c000,215120,401
2,0x20d00000,3080,41
2,0x20d00001,255320,401
2,0x20d00002,127520,161
2,0x20d00004,98240,161
2,0x20d00100,228800,401
2,0x20d00200,109760,161
2,0x20d00400,85760,161
2,0x20d00800,247760,401
2,0x20d01000,267920,401
2,0x20d02000,121760,161
2,0x20d04000,103520,161
2,0x20d08000,286160,401
2,0x20e00000,2480,41
2,0x20e00001,217400,401
2,0x20e00004,83120,161
2,0x20e00008,215240,401
2,0x20e00100,239540,401
2,0x20e00200,106160,161
2,0x20e00400,92120,161
2,0x20e00800,250880,401
2,0x20e01000,215120,401
2,0x20e02000,97760,161
2,0x20e04000,83120,161
2,0x20e08000,229760,401
2,0x20f00000,2780,41
2,0x21000000,325160,41
2,0x21000070,2720240,401
2,0x210000b0,2759840,401
2,0x210000d0,2698640,401
2,0x210000e0,2762240,401
2,0x21007000,2733200,401
2,0x2100b000,2769200,401
2,0x2100d000,2733200,401
2,0x2100e000,2771120,401
2,0x22000000,160016,17
2,0x22000070,1240160,161
2,0x220000b0,1184960,161
2,0x220000d0,1331360,161
2,0x220000e0,1038560,161
2,0x22007000,1312160,161
2,0x2200b000,1288160,161
2,0x2200d000,1408160,161
2,0x2200e000,1168160,161
2,0x23000000,325160,41
2,0x23000030,2674640,401
2,0x23000050,2720240,401
2,0x23000060,1098080,161
2,0x23000090,2698640,401
2,0x230000a0,2684720,401
2,0x230000c0,2762240,401
2,0x23003000,2685200,401
2,0x23005000,2733200,401
2,0x23006000,1105760,161
2,0x23009000,2733200,401
2,0x2300a000,2696720,401
2,0x2300c000,2771120,401
2,0x24000000,122576,17
2,0x24000070,1056080,161
2,0x240000b0,1044080,161
2,0x240000d0,1044080,161
2,0x240000e0,1052480,161
2,0x24007000,1050560,161
2,0x2400b000,1026560,161
2,0x2400d000,1026560,161
2,0x2400e000,1040480,161
2,0x25000000,325160,41
2,0x25000030,2720240,401
2,0x25000050,2674640,401
2,0x25000060,1104080,161
2,0x25000090,2698640,401
2,0x250000a0,2684720,401
2,0x250000c0,2762240,401
2,0x25003000,2733200,401
2,0x25005000,2685200,401
2,0x25006000,1117760,161
2,0x25009000,2733200,401
2,0x2500a000,2696720,401
2,0x2500c000,2771120,401
2,0x26000000,122576,17
2,0x26000030,1050080,161
2,0x26000050,1056080,161
2,0x26000060,409424,65
2,0x26000090,1044080,161
2,0x260000a0,1032320,161
2,0x260000c0,1052480,161
2,0x26003000,1038560,161
2,0x26005000,1050560,161
2,0x26006000,391904,65
2,0x26009000,1026560,161
2,0x2600a000,1020320,161
2,0x2600c000,1040480,161
2,0x27000000,325160,41
2,0x27000010,2720240,401
2,0x27000020,1048160,161
2,0x27000040,1104080,161
2,0x27000080,2684720,401
2,0x27001000,2733200,401
2,0x27002000,1043360,161
2,0x27004000,1117760,161
2,0x27008000,2696720,401
2,0x28000000,362600,41
2,0x28000070,2924720,401
2,0x280000b0,2817920,401
2,0x280000d0,3031520,401
2,0x280000e0,2607920,401
2,0x28007000,3032720,401
2,0x2800b000,2948720,401
2,0x2800d000,3116720,401
2,0x2800e000,2790800,401
2,0x29000000,325160,41
2,0x29000030,2698640,401
2,0x29000050,2698640,401
2,0x29000060,1092080,161
2,0x29000090,2607440,401
2,0x290000a0,2791520,401
2,0x290000c0,2902640,401
2,0x29003000,2733200,401
2,0x29005000,2733200,401
2,0x29006000,1093760,161
2,0x29009000,2637200,401
2,0x2900a000,2780720,401
