r,u,v
2,0xa0500000,0x00007552
2,0xa0500000,0x00007770
2,0xa0500000,0x00007aad
2,0xa0500000,0x00007ff8
2,0xa0500000,0x0000822a
2,0xa0500000,0x0000866e
2,0xa0500000,0x0000922b
2,0xa0500000,0x0000944d
2,0xa0500000,0x00009aa3
2,0xa0500000,0x00009bb2
2,0xa0500000,0x0000a993
2,0xa0500000,0x0000b229
2,0xa0500000,0x0000b44f
2,0xa0500000,0x0000b77c
2,0xa0500000,0x0000b992
2,0xa0500000,0x0000bee5
2,0xa0500000,0x0000bff4
2,0xa0500000,0x0000d449
2,0xa0500000,0x0000d558
2,0xa0500000,0x0000d77a
2,0xa0500000,0x0000dbb6
2,0xa0500000,0x0000e22c
2,0xa0500000,0x0000e668
2,0xa0500000,0x0000eaa4
2,0xa0500000,0x0000eff1
2,0xa0500000,0x0000f778
2,0xa0500000,0x0000f887
2,0xa0500000,0x0000fee1
2,0xa0500000,0x0000fff0
2,0xa0600000,0x00001445
2,0xa0600000,0x00001998
2,0xa0600000,0x00001bba
2,0xa0600000,0x00001ccd
2,0xa0600000,0x00001ffe
2,0xa0600000,0x00002331
2,0xa0600000,0x00002775
2,0xa0600000,0x00003330
2,0xa0600000,0x00003665
2,0xa0600000,0x00003774
2,0xa0600000,0x00003ccf
2,0xa0600000,0x00004ffb
2,0xa0600000,0x00005114
2,0xa0600000,0x00005336
2,0xa0600000,0x00005441
2,0xa0600000,0x00005bbe
2,0xa0600000,0x00005eeb
2,0xa0600000,0x00006117
2,0xa0600000,0x00007ff8
2,0xa0600000,0x00009009
2,0xa0600000,0x00009118
2,0xa0600000,0x0000977e
2,0xa0600000,0x00009881
2,0xa0600000,0x00009990
2,0xa0600000,0x00009bb2
2,0xa0600000,0x00009cc5
2,0xa0600000,0x0000a339
2,0xa0600000,0x0000a77d
2,0xa0600000,0x0000b77c
2,0xa0600000,0x0000bff4
2,0xa0600000,0x0000c33f
2,0xa0600000,0x0000ccc0
2,0xa0600000,0x0000d00d
2,0xa0600000,0x0000d11c
2,0xa0600000,0x0000d558
2,0xa0600000,0x0000d66b
2,0xa0600000,0x0000d885
2,0xa0600000,0x0000dbb6
2,0xa0600000,0x0000ddd0
2,0xa0600000,0x0000dee3
2,0xa0600000,0x0000dff2
2,0xa0600000,0x0000e33d
2,0xa0600000,0x0000e779
2,0xa0600000,0x0000eff1
2,0xa0600000,0x0000fff0
2,0xa0700000,0x00001554
2,0xa0700000,0x00001bba
2,0xa0700000,0x00001ddc
2,0xa0700000,0x00001eef
2,0xa0700000,0x0000299b
2,0xa0700000,0x00003003
2,0xa0700000,0x00003774
2,0xa0700000,0x0000399a
2,0xa0700000,0x00003bb8
2,0xa0700000,0x00003dde
2,0xa0700000,0x00003eed
2,0xa0700000,0x00004551
2,0xa0700000,0x00004dd9
2,0xa0700000,0x00004ffb
2,0xa0700000,0x00005772
2,0xa0700000,0x00005bbe
2,0xa0700000,0x00005dd8
2,0xa0700000,0x00005eeb
2,0xa0700000,0x00006442
2,0xa0700000,0x00006553
2,0xa0700000,0x0000688e
2,0xa0700000,0x00006ddb
2,0xa0700000,0x00007116
2,0xa0700000,0x00007225
2,0xa0700000,0x00007dda
2,0xa0700000,0x00007ff8
2,0xa0700000,0x00008aa2
2,0xa0700000,0x00008ee6
2,0xa0700000,0x00009009
2,0xa0700000,0x00009118
2,0xa0700000,0x0000966f
2,0xa0700000,0x0000977e
2,0xa0700000,0x00009881
2,0xa0700000,0x00009dd4
2,0xa0700000,0x0000a11b
2,0xa0700000,0x0000b66d
2,0xa0700000,0x0000b992
2,0xa0700000,0x0000bcc7
2,0xa0700000,0x0000bdd6
2,0xa0700000,0x0000d11c
2,0xa0700000,0x0000d33e
2,0xa0700000,0x0000d77a
2,0xa0700000,0x0000dbb6
2,0xa0700000,0x0000dee3
2,0xa0700000,0x0000e55b
2,0xa0700000,0x0000f44b
2,0xa0700000,0x0000f55a
2,0xa0700000,0x0000f669
2,0xa0700000,0x0000fcc3
2,0xa0700000,0x0000fdd2
2,0xa0700000,0x0000fff0
2,0xa0800000,0x00001001
2,0xa0800000,0x00001110
2,0xa0800000,0x00002002
2,0xa0800000,0x00002331
2,0xa0800000,0x00002557
2,0xa0800000,0x0000288a
2,0xa0800000,0x0000299b
2,0xa0800000,0x00003665
2,0xa0800000,0x00003dde
2,0xa0800000,0x00003eed
2,0xa0800000,0x00004004
2,0xa0800000,0x0000488c
2,0xa0800000,0x00005114
2,0xa0800000,0x00005772
2,0xa0800000,0x00006006
2,0xa0800000,0x00006553
2,0xa0800000,0x00006771
2,0xa0800000,0x0000688e
2,0xa0800000,0x00007552
2,0xa0800000,0x00007661
2,0xa0800000,0x0000788f
2,0xa0800000,0x0000799e
2,0xa0800000,0x00007bbc
2,0xa0800000,0x00007ccb
2,0xa0800000,0x00007ee9
2,0xa0800000,0x0000822a
2,0xa0800000,0x0000855d
2,0xa0800000,0x0000933a
2,0xa0800000,0x0000977e
2,0xa0800000,0x0000a00a
2,0xa0800000,0x0000a11b
2,0xa0800000,0x0000a77d
2,0xa0800000,0x0000a882
2,0xa0800000,0x0000b66d
2,0xa0800000,0x0000bee5
2,0xa0800000,0x0000c448
2,0xa0800000,0x0000ccc0
2,0xa0800000,0x0000d33e
2,0xa0800000,0x0000d885
2,0xa0800000,0x0000eee0
2,0xa0800000,0x0000f00f
2,0xa0800000,0x0000f11e
2,0xa0800000,0x0000f33c
2,0xa0800000,0x0000f44b
2,0xa0800000,0x0000faa5
2,0xa0900000,0x00001445
2,0xa0900000,0x00001667
2,0xa0900000,0x00002113
2,0xa0900000,0x0000299b
2,0xa0900000,0x00003774
2,0xa0900000,0x00003dde
2,0xa0900000,0x00004226
2,0xa0900000,0x00004aae
2,0xa0900000,0x00004dd9
2,0xa0900000,0x00004ffb
2,0xa0900000,0x00005336
2,0xa0900000,0x00005bbe
2,0xa0900000,0x00005dd8
2,0xa0900000,0x00006660
2,0xa0900000,0x00006ddb
2,0xa0900000,0x00006ee8
2,0xa0900000,0x00006ff9
2,0xa0900000,0x00007552
2,0xa0900000,0x00009cc5
2,0xa0900000,0x00009ee7
2,0xa0900000,0x0000a11b
2,0xa0900000,0x0000a993
2,0xa0900000,0x0000b77c
2,0xa0900000,0x0000bdd6
2,0xa0900000,0x0000d33e
2,0xa0900000,0x0000dbb6
2,0xa0900000,0x0000ddd0
2,0xa0900000,0x0000e22c
2,0xa0900000,0x0000e44a
2,0xa0900000,0x0000e779
2,0xa0900000,0x0000eaa4
2,0xa0900000,0x0000ecc2
2,0xa0900000,0x0000f55a
2,0xa0a00000,0x00001889
2,0xa0a00000,0x00001eef
2,0xa0a00000,0x00002002
2,0xa0a00000,0x00002113
2,0xa0a00000,0x00002775
2,0xa0a00000,0x0000288a
2,0xa0a00000,0x00003556
2,0xa0a00000,0x00003ccf
2,0xa0a00000,0x00004004
2,0xa0a00000,0x0000488c
2,0xa0a00000,0x00005663
2,0xa0a00000,0x00005772
2,0xa0a00000,0x00006006
2,0xa0a00000,0x00006117
2,0xa0a00000,0x00006771
2,0xa0a00000,0x0000688e
2,0xa0a00000,0x00006ddb
2,0xa0a00000,0x00007007
2,0xa0a00000,0x00007116
2,0xa0a00000,0x00007334
2,0xa0a00000,0x00007443
2,0xa0a00000,0x0000799e
2,0xa0a00000,0x00007ee9
2,0xa0a00000,0x0000822a
2,0xa0a00000,0x0000855d
2,0xa0a00000,0x0000933a
2,0xa0a00000,0x0000977e
2,0xa0a00000,0x00009ee7
2,0xa0a00000,0x0000a00a
2,0xa0a00000,0x0000a339
2,0xa0a00000,0x0000a55f
2,0xa0a00000,0x0000a882
2,0xa0a00000,0x0000a993
2,0xa0a00000,0x0000b44f
2,0xa0a00000,0x0000c66a
2,0xa0a00000,0x0000cee2
2,0xa0a00000,0x0000d00d
2,0xa0a00000,0x0000d33e
2,0xa0a00000,0x0000d66b
2,0xa0a00000,0x0000e11f
2,0xa0a00000,0x0000f55a
2,0xa0a00000,0x0000f669
2,0xa0a00000,0x0000f887
2,0xa0a00000,0x0000faa5
2,0xa0a00000,0x0000fbb4
2,0xa0a00000,0x0000fcc3
2,0xa0b00000,0x00001110
2,0xa0b00000,0x00002331
2,0xa0b00000,0x00002cce
2,0xa0b00000,0x00003003
2,0xa0b00000,0x00003330
2,0xa0b00000,0x0000399a
2,0xa0b00000,0x00005bbe
2,0xa0b00000,0x00006442
2,0xa0b00000,0x0000822a
2,0xa0b00000,0x0000844c
2,0xa0b00000,0x0000855d
2,0xa0b00000,0x0000866e
2,0xa0b00000,0x00008aa2
2,0xa0b00000,0x00008cc4
2,0xa0b00000,0x00008dd5
2,0xa0b00000,0x00008ee6
2,0xa0b00000,0x00009118
2,0xa0b00000,0x0000a339
2,0xa0b00000,0x0000a44e
2,0xa0b00000,0x0000b00b
2,0xa0b00000,0x0000b992
2,0xa0b00000,0x0000bbb0
2,0xa0b00000,0x0000c22e
2,0xa0b00000,0x0000c33f
2,0xa0b00000,0x0000c884
2,0xa0b00000,0x0000caa6
2,0xa0b00000,0x0000cbb7
2,0xa0b00000,0x0000ccc0
2,0xa0b00000,0x0000dbb6
2,0xa0b00000,0x0000e44a
2,0xa0c00000,0x00001001
2,0xa0c00000,0x00001110
2,0xa0c00000,0x00002331
2,0xa0c00000,0x00002664
2,0xa0c00000,0x0000288a
2,0xa0c00000,0x0000299b
2,0xa0c00000,0x00002bb9
2,0xa0c00000,0x00002eec
2,0xa0c00000,0x00003112
2,0xa0c00000,0x00003447
2,0xa0c00000,0x0000399a
2,0xa0c00000,0x00005005
2,0xa0c00000,0x00005114
2,0xa0c00000,0x00007007
2,0xa0c00000,0x00007552
2,0xa0c00000,0x0000788f
2,0xa0c00000,0x0000822a
2,0xa0c00000,0x0000855d
2,0xa0c00000,0x0000966f
2,0xa0c00000,0x0000977e
2,0xa0c00000,0x0000a00a
2,0xa0c00000,0x0000a44e
2,0xa0c00000,0x0000a993
2,0xa0c00000,0x0000acc6
2,0xa0c00000,0x0000b11a
2,0xa0c00000,0x0000b338
2,0xa0c00000,0x0000b44f
2,0xa0c00000,0x0000b66d
2,0xa0c00000,0x0000b992
2,0xa0c00000,0x0000bcc7
2,0xa0c00000,0x0000c33f
2,0xa0c00000,0x0000c448
2,0xa0c00000,0x0000d66b
2,0xa0c00000,0x0000d77a
2,0xa0c00000,0x0000f00f
2,0xa0c00000,0x0000f11e
2,0xa0c00000,0x0000f669
2,0xa0c00000,0x0000f778
2,0xa0c00000,0x0000f887
2,0xa0c00000,0x0000f996
2,0xa0c00000,0x0000faa5
2,0xa0c00000,0x0000fee1
2,0xa0d00000,0x00001110
2,0xa0d00000,0x00001ddc
2,0xa0d00000,0x00001ffe
2,0xa0d00000,0x0000299b
2,0xa0d00000,0x00003003
2,0xa0d00000,0x00003330
2,0xa0d00000,0x0000388b
2,0xa0d00000,0x00003ccf
2,0xa0d00000,0x00004226
2,0xa0d00000,0x00004440
2,0xa0d00000,0x00004662
2,0xa0d00000,0x00004aae
2,0xa0d00000,0x00004cc8
2,0xa0d00000,0x00004dd9
2,0xa0d00000,0x00004eea
2,0xa0d00000,0x00004ffb
2,0xa0d00000,0x00005772
2,0xa0d00000,0x00005bbe
2,0xa0d00000,0x00005cc9
2,0xa0d00000,0x00005dd8
2,0xa0d00000,0x00006335
2,0xa0d00000,0x00006553
2,0xa0d00000,0x00006660
2,0xa0d00000,0x00006771
2,0xa0d00000,0x00006ddb
2,0xa0d00000,0x00006ff9
2,0xa0d00000,0x00007770
2,0xa0d00000,0x00007dda
2,0xa0d00000,0x0000944d
2,0xa0d00000,0x0000977e
2,0xa0d00000,0x00009bb2
2,0xa0d00000,0x00009dd4
2,0xa0d00000,0x0000a993
2,0xa0d00000,0x0000b55e
2,0xa0d00000,0x0000b992
2,0xa0d00000,0x0000bee5
2,0xa0d00000,0x0000bff4
2,0xa0d00000,0x0000c33f
2,0xa0d00000,0x0000d11c
2,0xa0d00000,0x0000ddd0
2,0xa0d00000,0x0000dff2
2,0xa0d00000,0x0000e11f
2,0xa0d00000,0x0000e22c
2,0xa0d00000,0x0000e44a
2,0xa0d00000,0x0000e55b
2,0xa0d00000,0x0000e779
2,0xa0d00000,0x0000eaa4
2,0xa0d00000,0x0000edd3
2,0xa0d00000,0x0000f778
2,0xa0d00000,0x0000fdd2
2,0xa0e00000,0x00001667
2,0xa0e00000,0x00001889
2,0xa0e00000,0x00002002
2,0xa0e00000,0x00002446
2,0xa0e00000,0x0000299b
2,0xa0e00000,0x00002cce
2,0xa0e00000,0x00003112
2,0xa0e00000,0x00003665
2,0xa0e00000,0x0000399a
2,0xa0e00000,0x00005663
2,0xa0e00000,0x0000588d
2,0xa0e00000,0x00007007
2,0xa0e00000,0x00007770
2,0xa0e00000,0x0000788f
2,0xa0e00000,0x0000822a
2,0xa0e00000,0x0000855d
2,0xa0e00000,0x00009118
2,0xa0e00000,0x0000977e
2,0xa0e00000,0x0000a339
2,0xa0e00000,0x0000a66c
2,0xa0e00000,0x0000a882
2,0xa0e00000,0x0000a993
2,0xa0e00000,0x0000abb1
2,0xa0e00000,0x0000aee4
2,0xa0e00000,0x0000b11a
2,0xa0e00000,0x0000b338
2,0xa0e00000,0x0000b44f
2,0xa0e00000,0x0000b992
2,0xa0e00000,0x0000c33f
2,0xa0e00000,0x0000ccc0
2,0xa0e00000,0x0000d11c
2,0xa0e00000,0x0000d77a
2,0xa0e00000,0x0000f00f
2,0xa0e00000,0x0000f11e
2,0xa0e00000,0x0000f55a
2,0xa0e00000,0x0000f669
2,0xa0e00000,0x0000f887
2,0xa0e00000,0x0000f996
2,0xa0e00000,0x0000faa5
2,0xa0e00000,0x0000fee1
2,0xa0f00000,0x00001445
2,0xa0f00000,0x00001554
2,0xa0f00000,0x00001776
2,0xa0f00000,0x00001bba
2,0xa0f00000,0x00002775
2,0xa0f00000,0x0000299b
2,0xa0f00000,0x00003330
2,0xa0f00000,0x00003774
2,0xa0f00000,0x00003ccf
2,0xa0f00000,0x00003ffc
2,0xa0f00000,0x00004ffb
2,0xa0f00000,0x00005005
2,0xa0f00000,0x00005114
2,0xa0f00000,0x00005550
2,0xa0f00000,0x0000588d
2,0xa0f00000,0x00005ffa
2,0xa0f00000,0x00006117
2,0xa0f00000,0x00006553
2,0xa0f00000,0x00007225
2,0xa0f00000,0x00007552
2,0xa0f00000,0x00007770
2,0xa0f00000,0x0000788f
2,0xa0f00000,0x00007ee9
2,0xa0f00000,0x00008008
2,0xa0f00000,0x00008119
2,0xa0f00000,0x0000822a
2,0xa0f00000,0x0000866e
2,0xa0f00000,0x00008880
2,0xa0f00000,0x00008991
2,0xa0f00000,0x00008aa2
2,0xa0f00000,0x00008ee6
2,0xa0f00000,0x00009009
2,0xa0f00000,0x00009118
2,0xa0f00000,0x0000955c
2,0xa0f00000,0x00009881
2,0xa0f00000,0x0000a11b
2,0xa0f00000,0x0000a66c
2,0xa0f00000,0x0000a77d
2,0xa0f00000,0x0000b77c
2,0xa0f00000,0x0000b992
2,0xa0f00000,0x0000c33f
2,0xa0f00000,0x0000d558
2,0xa0f00000,0x0000dbb6
2,0xa0f00000,0x0000dcc1
2,0xa0f00000,0x0000e33d
2,0xa0f00000,0x0000e55b
2,0xa0f00000,0x0000eff1
2,0xa0f00000,0x0000f00f
2,0xa0f00000,0x0000f11e
2,0xa0f00000,0x0000f55a
2,0xa0f00000,0x0000f778
2,0xa0f00000,0x0000faa5
2,0xa2000000,0x888002a2
2,0xa2000000,0x88800a2a
2,0xa4000000,0x11100323
2,0xa4000000,0x11100bab
2,0xa4000000,0x15540727
2,0xa4000000,0x15540faf
2,0xa4000000,0x51140727
2,0xa4000000,0x51140faf
2,0xa4000000,0x55500323
2,0xa4000000,0x55500bab
2,0xa6000000,0x999003a3
2,0xa6000000,0x99900b2b
2,0xa6000000,0x9dd407a7
2,0xa6000000,0x9dd40f2f
2,0xa6000000,0xd99407a7
2,0xa6000000,0xd9940f2f
2,0xa6000000,0xddd003a3
2,0xa6000000,0xddd00b2b
2,0xb0000000,0x00000222
2,0xb0000000,0x00000333
2,0xb0000000,0x00000444
2,0xb0000000,0x00000555
2,0xb0000000,0x00000666
2,0xb0000000,0x00000aaa
2,0xb0000000,0x00000bbb
2,0xb0000000,0x00000ccc
2,0xb0000000,0x00000ddd
2,0xb0000000,0x00000eee
2,0xb0000001,0x0400e668
2,0xb0000001,0x0400eee0
2,0xb0000001,0x0500e668
2,0xb0000001,0x0500eee0
2,0xb0000001,0x0b00b66d
2,0xb0000001,0x0b00bee5
2,0xb0000001,0x0e004662
2,0xb0000001,0x0e004eea
2,0xb0000001,0x0e005663
2,0xb0000001,0x0e005eeb
2,0xb0000002,0x0700866e
2,0xb0000002,0x07008ee6
2,0xb0000002,0x08007661
2,0xb0000002,0x08007ee9
2,0xb0000002,0x0800866e
2,0xb0000002,0x08008ee6
2,0xb0000002,0x0c00c66a
2,0xb0000002,0x0c00cee2
2,0xb0000002,0x0f00f669
2,0xb0000002,0x0f00fee1
2,0xb0000003,0x0300a66c
2,0xb0000003,0x0300aee4
2,0xb0000003,0x04004662
2,0xb0000003,0x04004eea
2,0xb0000003,0x06006660
2,0xb0000003,0x06006ee8
2,0xb0000003,0x06007661
2,0xb0000003,0x06007ee9
2,0xb0000003,0x07006660
2,0xb0000003,0x07006ee8
2,0xb0000003,0x0a003665
2,0xb0000003,0x0a003eed
2,0xb0000004,0x01001667
2,0xb0000004,0x01001eef
2,0xb0000004,0x0100966f
2,0xb0000004,0x01009ee7
2,0xb0000004,0x05005663
2,0xb0000004,0x05005eeb
2,0xb0000004,0x0500d66b
2,0xb0000004,0x0500dee3
2,0xb0000004,0x09001667
2,0xb0000004,0x09001eef
2,0xb0000004,0x0b00e668
2,0xb0000004,0x0b00eee0
2,0xb0000004,0x0d005663
2,0xb0000004,0x0d005eeb
2,0xb0000004,0x0e00b66d
2,0xb0000004,0x0e00bee5
2,0xb0000005,0x01005663
2,0xb0000005,0x01005eeb
2,0xb0000005,0x0100e668
2,0xb0000005,0x0100eee0
2,0xb0000005,0x0400e668
2,0xb0000005,0x0400eee0
2,0xb0000005,0x05001667
2,0xb0000005,0x05001eef
2,0xb0000005,0x0e001667
2,0xb0000005,0x0e001eef
2,0xb0000005,0x0e004662
2,0xb0000005,0x0e004eea
2,0xb0000006,0x01005663
2,0xb0000006,0x01005eeb
2,0xb0000006,0x0300d66b
2,0xb0000006,0x0300dee3
2,0xb0000006,0x05001667
2,0xb0000006,0x05001eef
2,0xb0000006,0x0900966f
2,0xb0000006,0x09009ee7
2,0xb0000006,0x0900e668
2,0xb0000006,0x0900eee0
2,0xb0000006,0x0d003665
2,0xb0000006,0x0d003eed
2,0xb0000006,0x0d00d66b
2,0xb0000006,0x0d00dee3
2,0xb0000006,0x0e00966f
2,0xb0000006,0x0e009ee7
2,0xb0000007,0x06006660
2,0xb0000007,0x06006ee8
2,0xb0000007,0x0900d66b
2,0xb0000007,0x0900dee3
2,0xb0000007,0x0d00966f
2,0xb0000007,0x0d009ee7
2,0xb0000008,0x0200a66c
2,0xb0000008,0x0200aee4
2,0xb0000008,0x0200f669
2,0xb0000008,0x0200fee1
2,0xb0000008,0x07007661
2,0xb0000008,0x07007ee9
2,0xb0000008,0x0a002664
2,0xb0000008,0x0a002eec
2,0xb0000008,0x0f002664
2,0xb0000008,0x0f002eec
2,0xb0000009,0x04006660
2,0xb0000009,0x04006ee8
2,0xb0000009,0x06004662
2,0xb0000009,0x06004eea
2,0xb0000009,0x0e00e668
2,0xb0000009,0x0e00eee0
2,0xb000000a,0x02002664
2,0xb000000a,0x02002eec
2,0xb000000a,0x0600b66d
2,0xb000000a,0x0600bee5
2,0xb000000a,0x07007661
2,0xb000000a,0x07007ee9
2,0xb000000a,0x0700f669
2,0xb000000a,0x0700fee1
2,0xb000000a,0x0a00a66c
2,0xb000000a,0x0a00aee4
2,0xb000000a,0x0a00f669
2,0xb000000a,0x0a00fee1
2,0xb000000a,0x0b006660
2,0xb000000a,0x0b006ee8
2,0xb000000a,0x0c00c66a
2,0xb000000a,0x0c00cee2
2,0xb000000a,0x0f007661
2,0xb000000a,0x0f007ee9
2,0xb000000a,0x0f00a66c
2,0xb000000a,0x0f00aee4
2,0xb000000b,0x0800c66a
2,0xb000000b,0x0800cee2
2,0xb000000b,0x0c00866e
2,0xb000000b,0x0c008ee6
2,0xb000000c,0x02007661
2,0xb000000c,0x02007ee9
2,0xb000000c,0x0200a66c
2,0xb000000c,0x0200aee4
2,0xb000000c,0x03003665
2,0xb000000c,0x03003eed
2,0xb000000c,0x07002664
2,0xb000000c,0x07002eec
2,0xb000000c,0x0700a66c
2,0xb000000c,0x0700aee4
2,0xb000000c,0x0a002664
2,0xb000000c,0x0a002eec
2,0xb000000c,0x0a007661
2,0xb000000c,0x0a007ee9
2,0xb000000d,0x0300e668
2,0xb000000d,0x0300eee0
2,0xb000000d,0x04004662
2,0xb000000d,0x04004eea
2,0xb000000d,0x04006660
2,0xb000000d,0x04006ee8
2,0xb000000d,0x05006660
2,0xb000000d,0x05006ee8
2,0xb000000d,0x06004662
2,0xb000000d,0x06004eea
2,0xb000000d,0x06005663
2,0xb000000d,0x06005eeb
2,0xb000000d,0x0600966f
2,0xb000000d,0x06009ee7
2,0xb000000d,0x09006660
2,0xb000000d,0x09006ee8
2,0xb000000d,0x0b00b66d
2,0xb000000d,0x0b00bee5
2,0xb000000d,0x0e003665
2,0xb000000d,0x0e003eed
2,0xb000000d,0x0e00e668
2,0xb000000d,0x0e00eee0
2,0xb000000e,0x02002664
2,0xb000000e,0x02002eec
2,0xb000000e,0x02007661
2,0xb000000e,0x02007ee9
2,0xb000000e,0x03003665
2,0xb000000e,0x03003eed
2,0xb000000e,0x0300b66d
2,0xb000000e,0x0300bee5
2,0xb000000e,0x07002664
2,0xb000000e,0x07002eec
2,0xb000000e,0x0700a66c
2,0xb000000e,0x0700aee4
2,0xb000000e,0x0a007661
2,0xb000000e,0x0a007ee9
2,0xb000000e,0x0a00a66c
2,0xb000000e,0x0a00aee4
2,0xb000000e,0x0b003665
2,0xb000000e,0x0b003eed
2,0xb000000e,0x0f00f669
2,0xb000000e,0x0f00fee1
2,0xb000000f,0x01001667
2,0xb000000f,0x01001eef
2,0xb000000f,0x05005663
2,0xb000000f,0x05005eeb
2,0xb000000f,0x0800866e
2,0xb000000f,0x08008ee6
2,0xb000000f,0x0d00e668
2,0xb000000f,0x0d00eee0
2,0xb000000f,0x0e00d66b
2,0xb000000f,0x0e00dee3
2,0xb0000010,0x4eea0666
2,0xb0000010,0x4eea0eee
2,0xb0000010,0x5eeb0666
2,0xb0000010,0x5eeb0eee
2,0xb0000010,0xbbb00666
2,0xb0000010,0xbbb00eee
2,0xb0000010,0xe44a0666
2,0xb0000010,0xe44a0eee
2,0xb0000010,0xe55b0666
2,0xb0000010,0xe55b0eee
2,0xb0000020,0x788f0666
2,0xb0000020,0x788f0eee
2,0xb0000020,0x877f0666
2,0xb0000020,0x877f0eee
2,0xb0000020,0x88800666
2,0xb0000020,0x88800eee
2,0xb0000020,0xccc00666
2,0xb0000020,0xccc00eee
2,0xb0000020,0xfff00666
2,0xb0000020,0xfff00eee
2,0xb0000030,0x3aa90666
2,0xb0000030,0x3aa90eee
2,0xb0000030,0x44400666
2,0xb0000030,0x44400eee
2,0xb0000030,0x66600666
2,0xb0000030,0x66600eee
2,0xb0000030,0x67710666
2,0xb0000030,0x67710eee
2,0xb0000030,0x76610666
2,0xb0000030,0x76610eee
2,0xb0000030,0xa3390666
2,0xb0000030,0xa3390eee
2,0xb0000040,0x11100666
2,0xb0000040,0x11100eee
2,0xb0000040,0x19980666
2,0xb0000040,0x19980eee
2,0xb0000040,0x55500666
2,0xb0000040,0x55500eee
2,0xb0000040,0x5dd80666
2,0xb0000040,0x5dd80eee
2,0xb0000040,0x91180666
2,0xb0000040,0x91180eee
2,0xb0000040,0xbee50666
2,0xb0000040,0xbee50eee
2,0xb0000040,0xd5580666
2,0xb0000040,0xd5580eee
2,0xb0000040,0xebb50666
2,0xb0000040,0xebb50eee
2,0xb0000050,0x15540666
2,0xb0000050,0x15540eee
2,0xb0000050,0x1eef0666
2,0xb0000050,0x1eef0eee
2,0xb0000050,0x4eea0666
2,0xb0000050,0x4eea0eee
2,0xb0000050,0x51140666
2,0xb0000050,0x51140eee
2,0xb0000050,0xe11f0666
2,0xb0000050,0xe11f0eee
2,0xb0000050,0xe44a0666
2,0xb0000050,0xe44a0eee
2,0xb0000060,0x15540666
2,0xb0000060,0x15540eee
2,0xb0000060,0x3dde0666
2,0xb0000060,0x3dde0eee
2,0xb0000060,0x51140666
2,0xb0000060,0x51140eee
2,0xb0000060,0x99900666
2,0xb0000060,0x99900eee
2,0xb0000060,0x9ee70666
2,0xb0000060,0x9ee70eee
2,0xb0000060,0xd33e0666
2,0xb0000060,0xd33e0eee
2,0xb0000060,0xddd00666
2,0xb0000060,0xddd00eee
2,0xb0000060,0xe9970666
2,0xb0000060,0xe9970eee
2,0xb0000070,0x66600666
2,0xb0000070,0x66600eee
2,0xb0000070,0x9dd40666
2,0xb0000070,0x9dd40eee
2,0xb0000070,0xd9940666
2,0xb0000070,0xd9940eee
2,0xb0000080,0x2aa80666
2,0xb0000080,0x2aa80eee
2,0xb0000080,0x2ffd0666
2,0xb0000080,0x2ffd0eee
2,0xb0000080,0x77700666
2,0xb0000080,0x77700eee
2,0xb0000080,0xa2280666
2,0xb0000080,0xa2280eee
2,0xb0000080,0xf22d0666
2,0xb0000080,0xf22d0eee
2,0xb0000090,0x46620666
2,0xb0000090,0x46620eee
2,0xb0000090,0x64420666
2,0xb0000090,0x64420eee
2,0xb0000090,0xeee00666
2,0xb0000090,0xeee00eee
2,0xb00000a0,0x22200666
2,0xb00000a0,0x22200eee
2,0xb00000a0,0x6bbd0666
2,0xb00000a0,0x6bbd0eee
2,0xb00000a0,0x77700666
2,0xb00000a0,0x77700eee
2,0xb00000a0,0x7ff80666
2,0xb00000a0,0x7ff80eee
2,0xb00000a0,0xaaa00666
2,0xb00000a0,0xaaa00eee
2,0xb00000a0,0xaff50666
2,0xb00000a0,0xaff50eee
2,0xb00000a0,0xb66d0666
2,0xb00000a0,0xb66d0eee
2,0xb00000a0,0xccc00666
2,0xb00000a0,0xccc00eee
2,0xb00000a0,0xf7780666
2,0xb00000a0,0xf7780eee
2,0xb00000a0,0xfaa50666
2,0xb00000a0,0xfaa50eee
2,0xb00000b0,0x8cc40666
2,0xb00000b0,0x8cc40eee
2,0xb00000b0,0xc8840666
2,0xb00000b0,0xc8840eee
2,0xb00000c0,0x27750666
2,0xb00000c0,0x27750eee
2,0xb00000c0,0x2aa80666
2,0xb00000c0,0x2aa80eee
2,0xb00000c0,0x33300666
2,0xb00000c0,0x33300eee
2,0xb00000c0,0x72250666
2,0xb00000c0,0x72250eee
2,0xb00000c0,0x7aad0666
2,0xb00000c0,0x7aad0eee
2,0xb00000c0,0xa2280666
2,0xb00000c0,0xa2280eee
2,0xb00000c0,0xa77d0666
2,0xb00000c0,0xa77d0eee
2,0xb00000d0,0x3eed0666
2,0xb00000d0,0x3eed0eee
2,0xb00000d0,0x44400666
2,0xb00000d0,0x44400eee
2,0xb00000d0,0x46620666
2,0xb00000d0,0x46620eee
2,0xb00000d0,0x56630666
2,0xb00000d0,0x56630eee
2,0xb00000d0,0x64420666
2,0xb00000d0,0x64420eee
2,0xb00000d0,0x65530666
2,0xb00000d0,0x65530eee
2,0xb00000d0,0x699f0666
2,0xb00000d0,0x699f0eee
2,0xb00000d0,0x966f0666
2,0xb00000d0,0x966f0eee
2,0xb00000d0,0xbbb00666
2,0xb00000d0,0xbbb00eee
2,0xb00000d0,0xe33d0666
